activity_id,user_id,activity_date,activity_type,session_duration_min,pages_viewed
A000597,U00134,2025-01-20,Cart,54,15
A000598,U00134,2025-02-15,Purchase,55,2
A000599,U00134,2025-03-19,Login,21,5
A000600,U00135,2024-02-20,Cart,14,12
A000601,U00135,2024-03-20,Browse,23,20
A000602,U00135,2024-04-16,Cart,58,12
A000603,U00135,2024-05-19,Browse,50,14
A000604,U00136,2024-03-26,Purchase,42,2
A000605,U00136,2024-04-29,Login,9,20
A000606,U00136,2024-05-24,Browse,8,18
A000607,U00136,2024-06-26,Browse,26,19
A000608,U00136,2024-07-27,Browse,39,5
A000609,U00136,2024-08-26,Login,42,7
A000610,U00136,2024-09-26,Login,21,12
A000611,U00136,2024-10-22,Feature Use,56,15
A000612,U00136,2024-11-22,Purchase,57,6
A000613,U00136,2024-12-22,Feature Use,45,18
A000614,U00136,2025-01-24,Feature Use,3,17
A000615,U00137,2024-04-30,Login,46,15
A000616,U00137,2024-05-29,Feature Use,14,17
A000617,U00137,2024-06-29,Cart,15,3
A000618,U00137,2024-07-29,Login,49,5
A000619,U00137,2024-08-28,Cart,41,4
A000620,U00137,2024-09-27,Purchase,40,17
A000621,U00137,2024-10-24,Login,27,16
A000622,U00137,2024-11-22,Browse,39,17
A000623,U00137,2024-12-26,Cart,60,11
A000624,U00137,2025-01-21,Purchase,52,14
A000625,U00137,2025-02-22,Login,3,17
A000626,U00137,2025-03-22,Login,34,15
A000627,U00138,2024-10-03,Purchase,57,16
A000628,U00138,2024-11-04,Browse,30,2
A000629,U00138,2024-12-01,Purchase,33,4
A000630,U00139,2024-11-22,Browse,34,8
A000631,U00139,2024-12-26,Browse,14,16
A000632,U00139,2025-01-24,Login,11,7
A000633,U00139,2025-02-22,Feature Use,55,4
A000634,U00139,2025-03-26,Browse,41,5
A000635,U00139,2025-04-24,Browse,11,11
A000636,U00139,2025-05-23,Feature Use,47,17
A000637,U00139,2025-06-21,Login,44,5
A000638,U00139,2025-07-21,Cart,34,12
A000639,U00139,2025-08-23,Feature Use,47,15
A000640,U00140,2024-12-02,Login,9,18
A000641,U00140,2024-12-27,Login,44,6
A000642,U00140,2025-01-30,Browse,13,17
A000643,U00140,2025-02-25,Browse,47,12
A000644,U00141,2024-03-13,Login,60,5
A000645,U00141,2024-04-16,Browse,48,2
A000646,U00141,2024-05-12,Purchase,38,17
A000647,U00141,2024-06-11,Browse,49,7
A000648,U00141,2024-07-13,Purchase,8,12
A000649,U00142,2024-07-17,Browse,46,16
A000650,U00142,2024-08-20,Purchase,21,16
A000651,U00142,2024-09-15,Browse,45,5
A000652,U00143,2024-12-02,Cart,27,4
A000653,U00144,2024-08-15,Browse,15,15
A000654,U00144,2024-09-16,Login,19,8
A000655,U00144,2024-10-18,Purchase,38,6
A000656,U00144,2024-11-15,Purchase,28,8
A000657,U00144,2024-12-18,Login,46,2
A000658,U00144,2025-01-13,Login,6,14
A000659,U00144,2025-02-14,Cart,17,6
A000660,U00144,2025-03-17,Browse,51,6
A000661,U00145,2024-07-24,Feature Use,33,18
A000662,U00145,2024-08-24,Cart,34,13
A000663,U00145,2024-09-21,Feature Use,27,6
A000664,U00145,2024-10-21,Feature Use,37,9
A000665,U00145,2024-11-19,Login,31,19
A000666,U00145,2024-12-22,Browse,58,7
A000667,U00145,2025-01-20,Cart,60,2
A000668,U00145,2025-02-21,Cart,19,17
A000669,U00145,2025-03-22,Login,56,18
A000670,U00145,2025-04-20,Cart,44,19
A000671,U00145,2025-05-23,Browse,12,20
A000672,U00145,2025-06-22,Feature Use,36,20
A000673,U00146,2024-01-27,Purchase,59,16
A000674,U00146,2024-02-28,Purchase,20,11
A000675,U00146,2024-03-26,Login,42,12
A000676,U00146,2024-04-30,Cart,6,14
A000677,U00146,2024-05-28,Login,11,20
A000678,U00146,2024-06-28,Cart,13,14
A000679,U00146,2024-07-26,Browse,19,10
A000680,U00146,2024-08-23,Cart,49,7
A000681,U00147,2024-05-02,Browse,32,14
A000682,U00147,2024-06-01,Cart,42,13
A000683,U00147,2024-06-28,Purchase,15,6
A000684,U00147,2024-07-30,Login,41,3
A000685,U00147,2024-08-31,Feature Use,54,17
A000686,U00148,2024-04-01,Purchase,41,9
A000687,U00148,2024-04-30,Login,38,13
A000688,U00148,2024-06-02,Cart,13,1
A000689,U00148,2024-06-28,Login,10,20
A000690,U00148,2024-07-31,Login,36,5
A000691,U00148,2024-09-01,Feature Use,2,19
A000692,U00148,2024-10-01,Browse,45,5
A000693,U00148,2024-10-26,Cart,33,14
A000694,U00148,2024-11-27,Cart,50,4
A000695,U00148,2024-12-28,Cart,26,19
A000696,U00148,2025-01-27,Browse,49,14
A000697,U00149,2024-01-10,Feature Use,16,15
A000698,U00150,2024-09-03,Login,44,7
A000699,U00150,2024-10-02,Purchase,18,20
A000700,U00150,2024-10-31,Purchase,40,11
A000701,U00150,2024-12-04,Feature Use,40,6
A000702,U00150,2024-12-31,Feature Use,13,14
A000703,U00151,2024-12-06,Login,35,11
A000704,U00151,2025-01-07,Feature Use,47,3
A000705,U00151,2025-02-04,Browse,17,19
A000706,U00152,2024-12-21,Feature Use,7,3
A000707,U00152,2025-01-21,Cart,27,11
A000708,U00152,2025-02-18,Login,50,5
A000709,U00152,2025-03-18,Cart,47,16
A000710,U00152,2025-04-18,Feature Use,24,19
A000711,U00152,2025-05-19,Cart,51,12
A000712,U00153,2024-03-10,Cart,16,5
A000713,U00153,2024-04-09,Cart,29,11
A000714,U00154,2024-09-16,Cart,43,6
A000715,U00155,2024-08-22,Browse,42,11
A000716,U00155,2024-09-20,Browse,5,4
A000717,U00156,2024-08-08,Cart,51,7
A000718,U00156,2024-09-05,Browse,32,16
A000719,U00157,2024-02-16,Feature Use,12,15
A000720,U00157,2024-03-20,Purchase,44,15
A000721,U00157,2024-04-17,Login,12,6
A000722,U00157,2024-05-17,Login,57,5
A000723,U00158,2024-10-11,Cart,58,6
A000724,U00158,2024-11-10,Login,13,9
A000725,U00158,2024-12-14,Feature Use,55,7
A000726,U00158,2025-01-13,Login,18,17
A000727,U00158,2025-02-13,Cart,27,10
A000728,U00158,2025-03-11,Browse,28,19
A000729,U00158,2025-04-13,Login,55,20
A000730,U00158,2025-05-11,Cart,13,1
A000731,U00158,2025-06-12,Login,41,3
A000732,U00158,2025-07-10,Cart,16,16
A000733,U00158,2025-08-09,Browse,22,8
A000734,U00158,2025-09-08,Cart,52,9
A000735,U00159,2024-07-04,Feature Use,12,16
A000736,U00159,2024-07-30,Login,44,17
A000737,U00160,2024-10-26,Cart,38,18
A000738,U00160,2024-11-23,Login,44,17
A000739,U00160,2024-12-26,Login,9,5
A000740,U00160,2025-01-21,Cart,3,10
A000741,U00161,2024-03-01,Purchase,47,3
A000742,U00161,2024-04-03,Login,23,8
A000743,U00161,2024-05-02,Feature Use,28,1
A000744,U00161,2024-06-02,Login,25,6
A000745,U00161,2024-06-29,Login,16,5
A000746,U00161,2024-07-29,Cart,31,15
A000747,U00162,2024-01-19,Browse,48,15
A000748,U00162,2024-02-17,Login,49,8
A000749,U00162,2024-03-19,Login,48,15
A000750,U00162,2024-04-14,Cart,19,8
A000751,U00162,2024-05-15,Purchase,46,19
A000752,U00162,2024-06-13,Feature Use,6,17
A000753,U00162,2024-07-13,Browse,9,2
A000754,U00163,2024-10-20,Purchase,55,11
A000755,U00163,2024-11-16,Purchase,36,16
A000756,U00163,2024-12-19,Browse,13,19
A000757,U00163,2025-01-16,Browse,59,16
A000758,U00163,2025-02-14,Purchase,7,17
A000759,U00164,2024-10-02,Browse,7,18
A000760,U00164,2024-10-30,Cart,30,7
A000761,U00165,2024-06-17,Cart,6,19
A000762,U00165,2024-07-19,Login,26,8
A000763,U00165,2024-08-18,Browse,59,10
A000764,U00166,2024-05-23,Browse,45,20
A000765,U00166,2024-06-21,Feature Use,46,7
A000766,U00166,2024-07-22,Cart,31,2
A000767,U00166,2024-08-20,Browse,23,16
A000768,U00166,2024-09-21,Purchase,17,10
A000769,U00166,2024-10-16,Cart,20,10
A000770,U00166,2024-11-15,Cart,13,6
A000771,U00166,2024-12-19,Cart,49,3
A000772,U00166,2025-01-17,Login,32,3
A000773,U00166,2025-02-14,Cart,29,8
A000774,U00166,2025-03-19,Login,9,12
A000775,U00166,2025-04-19,Cart,22,16
A000776,U00167,2024-04-22,Login,30,2
A000777,U00167,2024-05-25,Login,39,2
A000778,U00167,2024-06-23,Feature Use,39,7
A000779,U00168,2024-01-28,Browse,45,14
A000780,U00168,2024-02-23,Cart,47,10
A000781,U00168,2024-03-24,Browse,33,15
A000782,U00169,2024-03-16,Purchase,53,7
A000783,U00169,2024-04-10,Login,19,12
A000784,U00169,2024-05-14,Feature Use,60,10
A000785,U00169,2024-06-09,Cart,26,13
A000786,U00170,2024-03-10,Login,49,14
A000787,U00170,2024-04-06,Login,33,10
A000788,U00170,2024-05-06,Feature Use,3,1
A000789,U00171,2024-01-12,Login,33,18
A000790,U00171,2024-02-12,Browse,55,7
A000791,U00171,2024-03-14,Feature Use,45,16
A000792,U00171,2024-04-13,Login,12,12
A000793,U00171,2024-05-14,Feature Use,59,8
A000794,U00171,2024-06-09,Login,53,14
A000795,U00171,2024-07-08,Purchase,33,11
A000796,U00172,2024-02-29,Feature Use,21,8
A000797,U00172,2024-03-29,Browse,51,13
A000798,U00172,2024-05-01,Feature Use,51,13
A000799,U00172,2024-05-31,Browse,10,6
A000800,U00172,2024-06-29,Cart,45,3
A000801,U00172,2024-08-01,Feature Use,24,5
A000802,U00172,2024-08-28,Purchase,32,11
A000803,U00172,2024-09-25,Feature Use,50,11
A000804,U00172,2024-10-25,Login,24,14
A000805,U00172,2024-11-25,Feature Use,27,4
A000806,U00172,2024-12-26,Feature Use,41,15
A000807,U00172,2025-01-28,Browse,50,16
A000808,U00173,2024-08-16,Browse,18,2
A000809,U00173,2024-09-11,Cart,38,15
A000810,U00173,2024-10-10,Browse,6,4
A000811,U00173,2024-11-14,Browse,19,2
A000812,U00173,2024-12-11,Feature Use,32,11
A000813,U00174,2024-06-10,Purchase,13,19
A000814,U00174,2024-07-08,Feature Use,46,14
A000815,U00174,2024-08-11,Purchase,37,3
A000816,U00174,2024-09-08,Feature Use,5,5
A000817,U00175,2024-06-29,Purchase,55,2
A000818,U00175,2024-08-01,Purchase,49,18
A000819,U00176,2024-04-01,Cart,58,1
A000820,U00176,2024-05-01,Cart,46,1
A000821,U00176,2024-06-02,Cart,3,13
A000822,U00176,2024-06-27,Browse,14,4
A000823,U00176,2024-07-30,Purchase,35,15
A000824,U00176,2024-08-30,Feature Use,34,14
A000825,U00176,2024-09-30,Login,15,19
A000826,U00176,2024-10-27,Feature Use,5,17
A000827,U00176,2024-11-27,Feature Use,27,20
A000828,U00176,2024-12-24,Login,45,7
A000829,U00176,2025-01-23,Login,60,19
A000830,U00176,2025-02-25,Purchase,41,8
A000831,U00177,2024-12-18,Cart,14,1
A000832,U00177,2025-01-17,Browse,54,10
A000833,U00177,2025-02-16,Purchase,20,18
A000834,U00177,2025-03-18,Purchase,48,20
A000835,U00177,2025-04-13,Feature Use,55,6
A000836,U00177,2025-05-14,Login,40,2
A000837,U00178,2024-02-05,Feature Use,40,3
A000838,U00178,2024-03-05,Feature Use,48,3
A000839,U00178,2024-04-09,Feature Use,20,11
A000840,U00178,2024-05-09,Browse,48,14
A000841,U00178,2024-06-03,Feature Use,2,7
A000842,U00179,2024-06-08,Browse,32,14
A000843,U00179,2024-07-09,Purchase,38,13
A000844,U00180,2024-11-11,Purchase,56,7
A000845,U00180,2024-12-13,Cart,27,14
A000846,U00180,2025-01-13,Cart,22,10
A000847,U00180,2025-02-13,Login,30,14
A000848,U00180,2025-03-13,Login,2,2
A000849,U00180,2025-04-13,Login,11,1
A000850,U00180,2025-05-10,Feature Use,15,20
A000851,U00180,2025-06-11,Feature Use,5,6
A000852,U00180,2025-07-08,Purchase,36,7
A000853,U00180,2025-08-09,Login,35,17
A000854,U00181,2024-10-24,Login,49,20
A000855,U00181,2024-11-22,Login,20,20
A000856,U00182,2024-02-26,Login,5,18
A000857,U00182,2024-03-24,Feature Use,59,4
A000858,U00182,2024-04-27,Feature Use,11,17
A000859,U00182,2024-05-22,Feature Use,36,6
A000860,U00182,2024-06-24,Cart,18,2
A000861,U00182,2024-07-21,Purchase,2,17
A000862,U00182,2024-08-22,Feature Use,28,3
A000863,U00183,2024-09-29,Purchase,33,13
A000864,U00183,2024-10-26,Browse,7,3
A000865,U00183,2024-11-25,Feature Use,28,19
A000866,U00183,2024-12-27,Login,38,5
A000867,U00183,2025-01-25,Purchase,3,4
A000868,U00184,2024-06-26,Purchase,57,18
A000869,U00184,2024-07-23,Feature Use,46,11
A000870,U00184,2024-08-25,Login,19,16
A000871,U00184,2024-09-21,Feature Use,42,6
A000872,U00184,2024-10-20,Browse,42,14
A000873,U00184,2024-11-24,Cart,19,18
A000874,U00184,2024-12-23,Purchase,57,5
A000875,U00184,2025-01-18,Cart,16,15
A000876,U00185,2024-05-29,Browse,3,20
A000877,U00185,2024-06-28,Browse,39,14
A000878,U00185,2024-07-26,Purchase,50,8
A000879,U00186,2024-06-11,Cart,60,18
A000880,U00186,2024-07-11,Purchase,23,19
A000881,U00186,2024-08-11,Purchase,45,12
A000882,U00186,2024-09-08,Browse,39,14
A000883,U00186,2024-10-05,Cart,9,8
A000884,U00186,2024-11-05,Feature Use,44,14
A000885,U00186,2024-12-07,Cart,26,16
A000886,U00186,2025-01-07,Purchase,9,12
A000887,U00187,2024-10-15,Browse,55,17
A000888,U00187,2024-11-17,Browse,34,6
A000889,U00187,2024-12-13,Login,58,7
A000890,U00188,2024-09-17,Purchase,56,16
A000891,U00188,2024-10-17,Cart,42,13
A000892,U00188,2024-11-19,Browse,7,16
A000893,U00188,2024-12-16,Cart,3,18
A000894,U00188,2025-01-18,Purchase,25,11
A000895,U00188,2025-02-17,Cart,29,13
A000896,U00188,2025-03-20,Login,55,15
A000897,U00188,2025-04-17,Purchase,16,5
A000898,U00188,2025-05-20,Purchase,14,19
A000899,U00189,2024-04-11,Purchase,52,3
A000900,U00190,2024-11-16,Cart,45,12
A000901,U00190,2024-12-12,Cart,3,1
A000902,U00190,2025-01-12,Login,38,14
A000903,U00190,2025-02-14,Cart,37,14
A000904,U00190,2025-03-14,Purchase,2,20
A000905,U00190,2025-04-12,Cart,34,17
A000906,U00190,2025-05-16,Purchase,35,4
A000907,U00190,2025-06-12,Cart,40,2
A000908,U00190,2025-07-11,Purchase,2,11
A000909,U00190,2025-08-12,Browse,20,7
A000910,U00190,2025-09-10,Browse,2,18
A000911,U00190,2025-10-08,Login,6,5
A000912,U00191,2024-01-23,Feature Use,57,13
A000913,U00191,2024-02-25,Cart,36,20
A000914,U00191,2024-03-27,Login,39,11
A000915,U00191,2024-04-22,Login,8,12
A000916,U00192,2024-10-03,Browse,28,9
A000917,U00193,2024-05-24,Purchase,31,18
A000918,U00193,2024-06-28,Feature Use,21,15
A000919,U00193,2024-07-25,Feature Use,55,1
A000920,U00194,2024-02-01,Login,11,9
A000921,U00194,2024-03-02,Login,24,5
A000922,U00194,2024-03-27,Feature Use,25,10
A000923,U00194,2024-04-29,Feature Use,55,6
A000924,U00194,2024-05-27,Purchase,20,2
A000925,U00194,2024-06-25,Purchase,14,6
A000926,U00194,2024-07-27,Purchase,35,17
A000927,U00194,2024-08-25,Cart,12,4
A000928,U00194,2024-09-25,Cart,37,5
A000929,U00194,2024-10-27,Browse,21,16
A000930,U00194,2024-11-23,Browse,30,10
A000931,U00194,2024-12-27,Login,45,4
A000932,U00195,2024-02-13,Feature Use,22,4
A000933,U00195,2024-03-16,Cart,14,15
A000934,U00195,2024-04-13,Login,23,9
A000935,U00195,2024-05-15,Purchase,2,5
A000936,U00195,2024-06-13,Login,46,9
A000937,U00195,2024-07-13,Cart,38,14
A000938,U00195,2024-08-13,Login,4,19
A000939,U00195,2024-09-13,Cart,54,9
A000940,U00195,2024-10-12,Feature Use,19,4
A000941,U00195,2024-11-08,Cart,45,5
A000942,U00195,2024-12-10,Cart,27,1
A000943,U00195,2025-01-11,Login,38,1
A000944,U00196,2024-08-21,Login,35,16
A000945,U00196,2024-09-21,Login,16,14
A000946,U00197,2024-07-21,Purchase,30,20
A000947,U00197,2024-08-15,Feature Use,4,8
A000948,U00197,2024-09-14,Login,3,16
A000949,U00197,2024-10-15,Cart,23,1
A000950,U00197,2024-11-18,Login,55,18
A000951,U00197,2024-12-17,Login,19,5
A000952,U00197,2025-01-13,Purchase,24,20
A000953,U00197,2025-02-15,Cart,37,20
A000954,U00197,2025-03-16,Cart,15,20
A000955,U00198,2024-03-13,Login,60,17
A000956,U00199,2024-11-15,Purchase,43,18
A000957,U00200,2024-05-27,Feature Use,25,17
A000958,U00200,2024-07-01,Cart,39,4
A000959,U00200,2024-07-27,Purchase,9,11
A000960,U00200,2024-08-29,Feature Use,60,4
A000961,U00200,2024-09-25,Cart,15,6
A000962,U00200,2024-10-27,Purchase,27,14
A000963,U00200,2024-11-27,Login,2,1
A000964,U00200,2024-12-23,Feature Use,31,8
A000965,U00200,2025-01-22,Cart,57,20
A000966,U00200,2025-02-25,Cart,15,13
A000967,U00200,2025-03-23,Browse,59,4
A000968,U00200,2025-04-24,Feature Use,11,2
A000969,U00201,2024-02-27,Feature Use,58,8
A000970,U00201,2024-03-31,Login,13,18
A000971,U00202,2024-05-30,Browse,8,4
A000972,U00202,2024-07-03,Cart,20,7
A000973,U00202,2024-08-01,Feature Use,39,19
A000974,U00202,2024-08-29,Feature Use,17,7
A000975,U00203,2024-12-08,Login,26,13
A000976,U00203,2025-01-09,Feature Use,31,10
A000977,U00203,2025-02-07,Cart,47,5
A000978,U00203,2025-03-10,Feature Use,33,13
A000979,U00203,2025-04-10,Login,56,17
A000980,U00203,2025-05-09,Login,58,14
A000981,U00203,2025-06-06,Login,33,20
A000982,U00203,2025-07-07,Browse,54,2
A000983,U00203,2025-08-05,Feature Use,56,12
A000984,U00203,2025-09-05,Feature Use,24,12
A000985,U00203,2025-10-07,Purchase,35,13
A000986,U00203,2025-11-01,Cart,23,20
A000987,U00204,2024-08-31,Login,42,15
A000988,U00205,2024-02-07,Feature Use,33,8
A000989,U00205,2024-03-09,Login,8,11
A000990,U00206,2024-11-26,Feature Use,35,9
A000991,U00206,2024-12-25,Login,21,18
A000992,U00206,2025-01-25,Purchase,48,3
A000993,U00206,2025-02-28,Login,28,7
A000994,U00206,2025-03-30,Purchase,3,13
A000995,U00206,2025-04-24,Purchase,15,6
A000996,U00206,2025-05-25,Login,2,14
A000997,U00207,2024-02-04,Purchase,32,7
A000998,U00207,2024-03-06,Login,8,2
A000999,U00207,2024-04-04,Browse,45,20
A001000,U00207,2024-05-07,Login,24,2
A001001,U00208,2024-06-11,Login,10,10
A001002,U00208,2024-07-10,Browse,54,6
A001003,U00208,2024-08-11,Browse,17,8
A001004,U00208,2024-09-08,Feature Use,17,7
A001005,U00208,2024-10-09,Cart,51,2
A001006,U00208,2024-11-07,Login,14,12
A001007,U00208,2024-12-07,Feature Use,8,19
A001008,U00208,2025-01-10,Login,45,2
A001009,U00209,2024-07-01,Cart,15,8
A001010,U00210,2024-08-18,Feature Use,51,8
A001011,U00210,2024-09-14,Purchase,7,5
A001012,U00210,2024-10-13,Feature Use,15,2
A001013,U00210,2024-11-13,Purchase,32,8
A001014,U00210,2024-12-16,Purchase,2,18
A001015,U00210,2025-01-13,Purchase,41,2
A001016,U00211,2024-02-14,Feature Use,14,17
A001017,U00211,2024-03-18,Feature Use,8,7
A001018,U00211,2024-04-13,Browse,37,13
A001019,U00211,2024-05-15,Feature Use,12,16
A001020,U00211,2024-06-13,Cart,59,8
A001021,U00211,2024-07-16,Feature Use,37,9
A001022,U00211,2024-08-12,Cart,38,10
A001023,U00211,2024-09-14,Browse,29,10
A001024,U00211,2024-10-09,Purchase,10,13
A001025,U00211,2024-11-10,Feature Use,7,5
A001026,U00211,2024-12-08,Cart,23,3
A001027,U00211,2025-01-08,Cart,14,19
A001028,U00212,2024-02-24,Purchase,35,4
A001029,U00212,2024-03-23,Cart,31,12
A001030,U00212,2024-04-24,Cart,46,12
A001031,U00213,2024-12-20,Feature Use,30,6
A001032,U00213,2025-01-23,Feature Use,58,19
A001033,U00213,2025-02-17,Purchase,27,15
A001034,U00213,2025-03-21,Feature Use,15,19
A001035,U00214,2024-11-28,Login,3,18
A001036,U00214,2024-12-26,Purchase,10,20
A001037,U00214,2025-01-24,Feature Use,22,14
A001038,U00214,2025-02-24,Purchase,30,19
A001039,U00215,2024-03-19,Feature Use,25,12
A001040,U00215,2024-04-18,Login,26,13
A001041,U00215,2024-05-16,Cart,7,14
A001042,U00215,2024-06-13,Login,13,9
A001043,U00216,2024-07-08,Browse,9,11
A001044,U00216,2024-08-08,Browse,38,7
A001045,U00217,2024-08-15,Cart,40,13
A001046,U00217,2024-09-16,Cart,17,4
A001047,U00217,2024-10-16,Cart,14,11
A001048,U00217,2024-11-14,Browse,15,11
A001049,U00217,2024-12-15,Browse,50,19
A001050,U00217,2025-01-16,Cart,5,16
A001051,U00217,2025-02-16,Purchase,60,12
A001052,U00217,2025-03-17,Feature Use,29,2
A001053,U00217,2025-04-12,Browse,59,11
A001054,U00217,2025-05-16,Feature Use,36,20
A001055,U00217,2025-06-13,Purchase,24,2
A001056,U00218,2024-05-08,Login,8,18
A001057,U00218,2024-06-11,Purchase,54,1
A001058,U00218,2024-07-09,Login,2,20
A001059,U00218,2024-08-05,Browse,6,5
A001060,U00219,2024-05-16,Browse,42,3
A001061,U00219,2024-06-16,Feature Use,41,20
A001062,U00219,2024-07-13,Login,19,11
A001063,U00219,2024-08-15,Feature Use,17,20
A001064,U00219,2024-09-14,Login,2,4
A001065,U00219,2024-10-11,Feature Use,19,2
A001066,U00219,2024-11-14,Cart,10,8
A001067,U00219,2024-12-13,Browse,58,13
A001068,U00219,2025-01-10,Feature Use,9,19
A001069,U00219,2025-02-09,Cart,43,10
A001070,U00219,2025-03-14,Feature Use,13,10
A001071,U00219,2025-04-13,Login,52,19
A001072,U00220,2024-03-14,Purchase,16,6
A001073,U00220,2024-04-11,Feature Use,16,1
A001074,U00221,2024-12-31,Feature Use,11,12
A001075,U00221,2025-02-02,Cart,2,3
A001076,U00221,2025-03-02,Cart,12,13
A001077,U00221,2025-04-03,Cart,49,18
A001078,U00221,2025-05-02,Login,15,2
A001079,U00221,2025-06-01,Cart,12,9
A001080,U00221,2025-06-27,Purchase,56,4
A001081,U00221,2025-07-29,Browse,59,18
A001082,U00221,2025-08-31,Browse,18,9
A001083,U00221,2025-09-29,Purchase,8,12
A001084,U00221,2025-10-29,Purchase,8,2
A001085,U00221,2025-11-26,Login,40,16
A001086,U00222,2024-09-18,Login,41,14
A001087,U00223,2024-10-10,Login,40,9
A001088,U00223,2024-11-10,Feature Use,24,5
A001089,U00223,2024-12-09,Purchase,52,7
A001090,U00224,2024-07-25,Browse,16,2
A001091,U00224,2024-08-24,Browse,48,10
A001092,U00224,2024-09-23,Cart,17,15
A001093,U00224,2024-10-23,Purchase,18,4
A001094,U00224,2024-11-19,Login,37,12
A001095,U00224,2024-12-21,Feature Use,29,18
A001096,U00224,2025-01-23,Browse,20,20
A001097,U00225,2024-06-12,Cart,50,16
A001098,U00225,2024-07-13,Purchase,19,10
A001099,U00226,2024-10-09,Login,56,4
A001100,U00226,2024-11-10,Feature Use,26,13
A001101,U00226,2024-12-09,Login,6,19
A001102,U00226,2025-01-10,Browse,15,19
A001103,U00226,2025-02-07,Cart,55,14
A001104,U00226,2025-03-12,Login,3,9
A001105,U00226,2025-04-11,Login,53,8
A001106,U00226,2025-05-07,Cart,19,12
A001107,U00226,2025-06-11,Feature Use,43,17
A001108,U00226,2025-07-06,Browse,55,9
A001109,U00227,2024-09-22,Feature Use,59,18
A001110,U00227,2024-10-22,Cart,42,2
A001111,U00227,2024-11-26,Login,22,17
A001112,U00228,2024-09-23,Cart,23,14
A001113,U00228,2024-10-27,Feature Use,23,3
A001114,U00228,2024-11-21,Purchase,18,2
A001115,U00228,2024-12-22,Browse,6,10
A001116,U00228,2025-01-22,Cart,26,16
A001117,U00228,2025-02-22,Browse,45,16
A001118,U00228,2025-03-22,Feature Use,14,14
A001119,U00229,2024-11-18,Browse,3,2
A001120,U00229,2024-12-20,Cart,44,8
A001121,U00230,2024-04-02,Login,35,5
A001122,U00230,2024-04-27,Login,47,5
A001123,U00230,2024-05-31,Browse,32,17
A001124,U00230,2024-06-28,Cart,47,12
A001125,U00230,2024-07-26,Browse,17,11
A001126,U00230,2024-08-30,Browse,11,20
A001127,U00230,2024-09-24,Login,21,6
A001128,U00231,2024-01-28,Cart,46,2
A001129,U00231,2024-02-24,Login,18,2
A001130,U00231,2024-03-26,Feature Use,39,17
A001131,U00231,2024-04-26,Cart,24,12
A001132,U00231,2024-05-25,Browse,35,18
A001133,U00232,2024-11-22,Cart,7,1
A001134,U00232,2024-12-19,Purchase,39,8
A001135,U00232,2025-01-20,Purchase,9,19
A001136,U00232,2025-02-19,Browse,33,14
A001137,U00233,2024-08-22,Login,58,9
A001138,U00233,2024-09-19,Purchase,29,2
A001139,U00233,2024-10-19,Login,35,15
A001140,U00233,2024-11-19,Feature Use,54,11
A001141,U00233,2024-12-18,Cart,2,8
A001142,U00233,2025-01-21,Feature Use,53,11
A001143,U00233,2025-02-19,Purchase,28,2
A001144,U00234,2024-04-18,Purchase,58,7
A001145,U00234,2024-05-18,Purchase,55,17
A001146,U00234,2024-06-17,Browse,22,8
A001147,U00234,2024-07-15,Feature Use,52,18
A001148,U00234,2024-08-15,Browse,50,4
